name,group,calorie,carbohydrate,protein,lipid,salt
わらび・干しわらび・乾,6,274,61.4,20,0.7,0
あけび・果肉・生,7,82,22,0.5,0.1,0
あけび・果皮・生,7,34,8.6,0.3,0.3,0
アセロラ・酸味種・生,7,36,9,0.7,0.1,0
アセロラ・甘味種・生,7,36,9,0.7,0.1,0
アセロラ・10%果汁入り飲料,7,42,10.5,0.1,0,0
アテモヤ・生,7,79,19.4,1.8,0.4,0
アボカド・生,7,187,6.2,2.5,18.7,0
あんず・生,7,36,8.5,1,0.3,0
あんず・乾,7,288,70.4,9.2,0.4,0
あんず・缶詰,7,81,18.9,0.5,0.4,0
あんず・ジャム・高糖度,7,262,64.9,0.3,0.1,0
あんず・ジャム・低糖度,7,205,50.5,0.4,0.1,0
いちご・生,7,34,8.5,0.9,0.1,0
いちご・ジャム・高糖度,7,256,63.3,0.4,0.1,0
いちご・ジャム・低糖度,7,197,48.4,0.5,0.1,0
いちご・乾,7,302,82.8,0.5,0.2,0.7
いちじく・生,7,54,14.3,0.6,0.1,0
いちじく・乾,7,291,75.3,3,1.1,0.2
いちじく・缶詰,7,81,19.4,0.5,0.1,0
うめ・生,7,28,7.9,0.7,0.5,0
うめ・梅漬・塩漬,7,24,6.7,0.7,0.4,19.3
うめ・梅漬・調味漬,7,53,10.5,1.5,0.5,6.9
うめ・梅干し・塩漬,7,33,10.5,0.9,0.2,22.1
うめ・梅干し・調味漬,7,96,21.1,1.5,0.6,7.6
うめ・梅びしお,7,200,48.1,0.7,0.5,7.9
うめ・20%果汁入り飲料,7,49,12.3,0,0,0.1
オリーブ・塩漬・グリーンオリーブ,7,145,4.5,1,15,3.6
オリーブ・塩漬・ブラックオリーブ,7,118,3.4,0.8,12.3,1.6
オリーブ・塩漬・スタッフドオリーブ,7,137,4.2,0.8,14.3,5.1
かき・甘がき・生,7,60,15.9,0.4,0.2,0
かき・渋抜きがき・生,7,63,16.9,0.5,0.1,0
かき・干しがき,7,276,71.3,1.5,1.7,0
かりん・生,7,68,18.3,0.4,0.1,0
いよかん・砂じょう・生,7,46,11.8,0.9,0.1,0
うんしゅうみかん・じょうのう・早生・生,7,45,11.9,0.5,0.1,0
うんしゅうみかん・じょうのう・普通・生,7,46,12,0.7,0.1,0
うんしゅうみかん・砂じょう・早生・生,7,43,11.3,0.5,0.1,0
うんしゅうみかん・砂じょう・普通・生,7,45,11.5,0.7,0.1,0
うんしゅうみかん・果実飲料・ストレートジュース,7,41,10.6,0.5,0.1,0
うんしゅうみかん・果実飲料・濃縮還元ジュース,7,38,9.9,0.5,0.1,0
うんしゅうみかん・果実飲料・果粒入りジュース,7,47,13,0.2,0,0
うんしゅうみかん・果実飲料・50%果汁入り飲料,7,60,14.7,0.2,0,0
うんしゅうみかん・果実飲料・20%果汁入り飲料,7,50,12.4,0.1,0,0
うんしゅうみかん・缶詰・果肉,7,64,15.3,0.5,0.1,0
うんしゅうみかん・缶詰・液汁,7,63,15.3,0.3,0.1,0
オレンジ・ネーブル・砂じょう・生,7,46,11.8,0.9,0.1,0
オレンジ・バレンシア・米国産・砂じょう・生,7,39,9.8,1,0.1,0
オレンジ・バレンシア・果実飲料・ストレートジュース,7,42,11,0.8,0,0
オレンジ・バレンシア・果実飲料・濃縮還元ジュース,7,42,10.7,0.7,0.1,0
オレンジ・バレンシア・果実飲料・50%果汁入り飲料,7,47,10.8,0.4,0.2,0
オレンジ・バレンシア・果実飲料・30%果汁入り飲料,7,41,10,0.2,0,0
オレンジ・バレンシア・マーマレード・高糖度,7,255,63.2,0.2,0.1,0
オレンジ・バレンシア・マーマレード・低糖度,7,193,47.7,0.3,0.1,0
オレンジ・福原オレンジ・砂じょう・生,7,39,9.8,1,0.1,0
オロブランコ・砂じょう・生,7,40,10.1,0.8,0.1,0
かぼす・果汁・生,7,25,8.5,0.4,0.1,0
かわちばんかん・砂じょう・生,7,35,8.8,0.7,0.2,0
きよみ・砂じょう・生,7,41,10.3,0.8,0.2,0
きんかん・全果・生,7,71,17.5,0.5,0.7,0
グレープフルーツ・白肉種・砂じょう・生,7,38,9.6,0.9,0.1,0
グレープフルーツ・紅肉種・砂じょう・生,7,38,9.6,0.9,0.1,0
グレープフルーツ・果実飲料・ストレートジュース,7,40,10.3,0.6,0.1,0
グレープフルーツ・果実飲料・濃縮還元ジュース,7,35,8.8,0.7,0.1,0
グレープフルーツ・果実飲料・50%果汁入り飲料,7,46,11.1,0.3,0,0
グレープフルーツ・果実飲料・20%果汁入り飲料,7,39,9.7,0.1,0,0
グレープフルーツ・缶詰,7,70,17.1,0.5,0,0
さんぼうかん・砂じょう・生,7,44,10.9,0.7,0.3,0
シークヮーサー・果汁・生,7,25,7.9,0.8,0.1,0
シークヮーサー・10%果汁入り飲料,7,48,11.8,0.1,0,0
しらぬひ・砂じょう・生,7,51,12.9,0.8,0.2,0
すだち・果皮・生,7,68,16.4,1.8,0.3,0
すだち・果汁・生,7,20,6.6,0.5,0.1,0
せとか・砂じょう・生,7,47,11.7,0.8,0.2,0
セミノール・砂じょう・生,7,49,12.4,1.1,0.1,0
だいだい・果汁・生,7,24,8,0.3,0.2,0
なつみかん・砂じょう・生,7,40,10,0.9,0.1,0
なつみかん・缶詰,7,81,19.4,0.5,0.1,0
はっさく・砂じょう・生,7,45,11.5,0.8,0.1,0
はるみ・砂じょう・生,7,48,12.1,0.9,0.2,0
ひゅうがなつ・じょうのう及びアルベド・生,7,45,11.7,0.6,0.1,0
ひゅうがなつ・砂じょう・生,7,33,8.3,0.6,0.1,0
ぶんたん・砂じょう・生,7,38,9.8,0.7,0.1,0
ぶんたん・ざぼん漬,7,344,85.5,0.2,0.1,0
ぽんかん・砂じょう・生,7,40,9.9,0.9,0.1,0
ゆず・果皮・生,7,59,14.2,1.2,0.5,0
ゆず・果汁・生,7,21,7,0.5,0.1,0
ライム・果汁・生,7,27,9.3,0.4,0.1,0
レモン・全果・生,7,54,12.5,0.9,0.7,0
レモン・果汁・生,7,26,8.6,0.4,0.2,0
キウイフルーツ・緑肉種・生,7,53,13.5,1,0.1,0
キウイフルーツ・黄肉種・生,7,59,14.9,1.1,0.2,0
キワノ・生,7,41,8,1.5,0.9,0
グァバ・赤肉種・生,7,38,9.9,0.6,0.1,0
グァバ・白肉種・生,7,38,9.9,0.6,0.1,0
グァバ・果実飲料・20%果汁入り飲料・,7,51,12.3,0.1,0.1,0
グァバ・果実飲料・10%果汁入り飲料,7,51,12.3,0.1,0.1,0
グーズベリー・生,7,52,13.2,1,0.1,0
ぐみ・生,7,68,17.2,1.3,0.2,0
ココナッツ・ココナッツウォーター,7,20,5,0.2,0.1,0
ココナッツ・ココナッツミルク,7,150,2.8,1.9,16,0
ココナッツ・ナタデココ,7,73,20.2,0,0,0
さくらんぼ・国産・生,7,60,15.2,1,0.2,0
さくらんぼ・米国産・生,7,66,17.1,1.2,0.1,0
さくらんぼ・米国産・缶詰,7,74,17.6,0.6,0.1,0
ざくろ・生,7,56,15.5,0.2,0,0
すいか・赤肉種・生,7,37,9.5,0.6,0.1,0
すいか・黄肉種・生,7,37,9.5,0.6,0.1,0
スターフルーツ・生,7,30,7.5,0.7,0.1,0
にほんすもも・生,7,44,9.4,0.6,1,0
プルーン・生,7,49,12.6,0.7,0.1,0
プルーン・乾,7,235,62.4,2.5,0.2,0
チェリモヤ・生,7,78,19.8,1.3,0.3,0
ドラゴンフルーツ・生,7,50,11.8,1.4,0.3,0
ドリアン・生,7,133,27.1,2.3,3.3,0
日本なし・生,7,43,11.3,0.3,0.1,0
日本なし・缶詰,7,78,19.1,0.1,0.1,0
中国なし・生,7,47,12.7,0.2,0.1,0
西洋なし・生,7,54,14.4,0.3,0.1,0
西洋なし・缶詰,7,85,20.7,0.2,0.1,0
なつめ・乾,7,287,71.4,3.9,2,0
なつめやし・乾,7,266,71.3,2.2,0.2,0
パインアップル・生,7,51,13.4,0.6,0.1,0
パインアップル・果実飲料・ストレートジュース,7,41,11,0.3,0.1,0
パインアップル・果実飲料・濃縮還元ジュース,7,41,11.1,0.1,0.1,0
パインアップル・果実飲料・50%果汁入り飲料,7,51,12.1,0.3,0.1,0
パインアップル・果実飲料・10%果汁入り飲料,7,50,12.4,0,0,0
パインアップル・缶詰,7,84,20.3,0.4,0.1,0
パインアップル・砂糖漬,7,351,86.8,0.5,0.2,0.1
ハスカップ・生,7,53,12.8,0.7,0.6,0
パッションフルーツ・果汁・生,7,64,16.2,0.8,0.4,0
バナナ・生,7,86,22.5,1.1,0.2,0
バナナ・乾,7,299,78.5,3.8,0.4,0
パパイア・完熟・生,7,38,9.5,0.5,0.2,0
パパイア・未熟・生,7,39,9.4,1.3,0.1,0
びわ・生,7,40,10.6,0.3,0.1,0
びわ・缶詰,7,81,19.8,0.3,0.1,0
ぶどう・生,7,59,15.7,0.4,0.1,0
ぶどう・干しぶどう,7,301,80.7,2.7,0.2,0
ぶどう・果実飲料・ストレートジュース,7,55,14.5,0.3,0.2,0
ぶどう・果実飲料・濃縮還元ジュース,7,47,12.1,0.3,0.3,0
ぶどう・果実飲料・70%果汁入り飲料,7,52,12.9,0.2,0,0
ぶどう・果実飲料・10%果汁入り飲料,7,52,13.1,0,0,0
ぶどう・缶詰,7,84,20.4,0.4,0.1,0
ぶどう・ジャム,7,193,47.5,0.5,0.1,0
ブルーベリー・生,7,49,12.9,0.5,0.1,0
ブルーベリー・ジャム,7,181,43.8,0.7,0.3,0
ブルーベリー・乾,7,286,72.5,2.7,1.9,0
ホワイトサポテ・生,7,74,18.9,1.5,0.1,0
まくわうり・黄肉種・生,7,32,7.8,0.8,0.1,0
まくわうり・白肉種・生,7,32,7.8,0.8,0.1,0
マルメロ・生,7,56,15.1,0.3,0.1,0
マンゴー・生,7,64,16.9,0.6,0.1,0
マンゴスチン・生,7,67,17.5,0.6,0.2,0
メロン・温室メロン・生,7,42,10.3,1.1,0.1,0
メロン・露地メロン・緑肉種・生,7,42,10.4,1,0.1,0
メロン・露地メロン・赤肉種・生,7,42,10.4,1,0.1,0
もも・生,7,40,10.2,0.6,0.1,0
もも・30%果汁入り飲料・,7,48,11.6,0.2,0.1,0
もも・缶詰・白肉種・果肉,7,85,20.6,0.5,0.1,0
もも・缶詰・黄肉種・果肉,7,85,20.6,0.5,0.1,0
もも・缶詰・液汁,7,81,19.8,0.3,0.1,0
ネクタリン・生,7,43,10.7,0.7,0.3,0
やまもも・生,7,44,11.3,0.5,0.2,0
ライチー・生,7,63,16.4,1,0.1,0
ラズベリー・生,7,41,10.2,1.1,0.1,0
りゅうがん・乾,7,283,72.9,5.1,0.4,0
りんご・皮むき・生,7,57,15.5,0.1,0.2,0
りんご・皮つき・生,7,61,16.2,0.2,0.3,0
りんご・果実飲料・ストレートジュース,7,44,11.8,0.2,0.1,0
りんご・果実飲料・濃縮還元ジュース,7,43,11.4,0.1,0.2,0
りんご・果実飲料・50%果汁入り飲料,7,46,11.5,0.1,0,0
りんご・果実飲料・30%果汁入り飲料,7,46,11.4,0,0,0
りんご・缶詰,7,83,20.1,0.3,0.1,0
りんご・ジャム,7,213,52.7,0.2,0.1,0
えのきたけ・生,8,22,7.6,2.7,0.2,0
えのきたけ・ゆで,8,22,7.8,2.8,0.1,0
えのきたけ・油いため,8,58,8.8,3,3.9,0
えのきたけ・味付け瓶詰,8,85,16.9,3.6,0.3,4.3
あらげきくらげ・乾,8,171,77,6.9,0.7,0.1
あらげきくらげ・ゆで,8,35,16.1,1.2,0.1,0
あらげきくらげ・油いため,8,107,27.8,2.3,5.2,0
きくらげ・乾,8,167,71.1,7.9,2.1,0.1
きくらげ・ゆで,8,13,5.2,0.6,0.2,0
しろきくらげ・乾,8,162,74.5,4.9,0.7,0.1
しろきくらげ・ゆで,8,14,6.7,0.4,0,0
くろあわびたけ・生,8,19,4.9,3.7,0.4,0
しいたけ・生しいたけ・菌床栽培・生,8,19,5.7,3,0.3,0
しいたけ・生しいたけ・菌床栽培・ゆで,8,17,5.1,2.5,0.4,0
しいたけ・生しいたけ・菌床栽培・油いため,8,57,7.3,3.3,4.1,0
しいたけ・生しいたけ・原木栽培・生,8,23,7.6,3.1,0.4,0
しいたけ・生しいたけ・原木栽培・ゆで,8,19,5.9,2.4,0.4,0
しいたけ・生しいたけ・原木栽培・油いため,8,73,8.8,3.8,5.4,0
しいたけ・乾しいたけ・乾,8,182,63.4,19.3,3.7,0
しいたけ・乾しいたけ・ゆで,8,42,16.7,3.2,0.5,0
はたけしめじ・生,8,15,4.5,2.6,0.3,0
はたけしめじ・ゆで,8,17,5.1,2.6,0.3,0
ぶなしめじ・生,8,18,5,2.7,0.6,0
ぶなしめじ・ゆで,8,21,6.5,3.3,0.3,0
ぶなしめじ・油いため,8,53,5,2.9,4.4,0
ほんしめじ・生,8,12,2.8,2.5,0.4,0
ほんしめじ・ゆで,8,16,4.1,2.8,0.6,0
たもぎたけ・生,8,16,3.7,3.6,0.3,0
なめこ・生,8,15,5.2,1.7,0.2,0
なめこ・ゆで,8,14,5.1,1.6,0.1,0
なめこ・水煮缶詰,8,9,3.2,1,0.1,0
ぬめりすぎたけ・生,8,15,4.1,2.3,0.4,0
うすひらたけ・生,8,23,4.8,6.1,0.2,0
エリンギ・生,8,19,6,2.8,0.4,0
エリンギ・ゆで,8,21,6.5,3.2,0.5,0
エリンギ・焼き,8,29,9.1,4.2,0.5,0
エリンギ・油いため,8,55,8.1,3.2,3.7,0
ひらたけ・生,8,20,6.2,3.3,0.3,0
ひらたけ・ゆで,8,21,6.6,3.4,0.2,0
まいたけ・生,8,15,4.4,2,0.5,0
まいたけ・ゆで,8,18,6.4,1.6,0.5,0
まいたけ・油いため,8,56,6.8,2.6,4.4,0
まいたけ・乾,8,181,59.9,21.9,3.9,0
マッシュルーム・生,8,11,2.1,2.9,0.3,0
マッシュルーム・ゆで,8,16,3.7,3.8,0.2,0
マッシュルーム・油いため,8,56,4.5,3.6,4.5,0
マッシュルーム・水煮缶詰,8,14,3.3,3.4,0.2,0.9
まつたけ・生,8,23,8.2,2,0.6,0
やなぎまつたけ・生,8,13,4,2.4,0.1,0
あおさ・素干し,9,130,41.7,22.1,0.6,9.9
あおのり・素干し,9,164,41,29.4,5.2,8.1
あまのり・ほしのり,9,173,38.7,39.4,3.7,1.5
あまのり・焼きのり,9,188,44.3,41.4,3.7,1.3
あまのり・味付けのり,9,359,41.8,40,3.5,4.3
あらめ・蒸し干し,9,140,56.2,12.4,0.7,5.8
いわのり・素干し,9,151,39.1,34.8,0.7,5.3
うみぶどう・生,9,4,1.2,0.5,0.1,0.8
えごのり・素干し,9,143,62.2,9,0.1,6.1
えごのり・おきうと,9,6,2.5,0.3,0.1,0.1
おごのり・塩蔵・塩抜き,9,21,8.8,1.3,0.1,0.3
かわのり・素干し,9,167,41.7,38.1,1.6,0.2
えながおにこんぶ・素干し,9,138,55.7,11,1,6.1
がごめこんぶ・素干し,9,142,62.1,7.9,0.5,7.6
ながこんぶ・素干し,9,140,58.5,8.3,1.5,7.6
ほそめこんぶ・素干し,9,147,62.9,6.9,1.7,6.1
まこんぶ・素干し,9,145,61.5,8.2,1.2,7.1
みついしこんぶ・素干し,9,153,64.7,7.7,1.9,7.6
りしりこんぶ・素干し,9,138,56.5,8,2,6.9
刻み昆布,9,105,46,5.4,0.5,10.9
削り昆布,9,117,50.2,6.5,0.9,5.3
塩昆布,9,110,37,16.9,0.4,18
つくだ煮,9,168,33.3,6,1,7.4
すいぜんじのり・素干し・水戻し,9,7,2.1,1.5,0,0
てんぐさ・素干し,9,144,53.8,16.1,1,4.8
てんぐさ・ところてん,9,2,0.6,0.2,0,0
てんぐさ・角寒天,9,154,74.1,2.4,0.2,0.3
てんぐさ・寒天,9,3,1.5,0,0,0
てんぐさ・粉寒天,9,165,81.7,0.2,0.3,0.4
とさかのり・赤とさか・塩蔵・塩抜き,9,14,5.1,1.5,0.1,0.7
とさかのり・青とさか・塩蔵・塩抜き,9,13,4.9,0.9,0.2,0.8
ひじき・ほしひじき・ステンレス釜・乾,9,149,58.4,9.2,3.2,4.7
ひじき・ほしひじき・ステンレス釜・ゆで,9,10,3.4,0.7,0.3,0.1
ひじき・ほしひじき・ステンレス釜・油いため,9,51,4.1,0.8,4.7,0.2
ひじき・ほしひじき・鉄釜・乾,9,145,56,9.2,3.2,4.7
ひじき・ほしひじき・鉄釜・ゆで,9,10,3.4,0.7,0.3,0.1
ひじき・ほしひじき・鉄釜・油いため,9,51,4.1,0.8,4.7,0.2
ひとえぐさ・素干し,9,130,46.3,16.6,1,11.4
ひとえぐさ・つくだ煮,9,154,21.1,14.4,1.3,5.8
ふのり・素干し,9,148,57.8,13.8,1,6.9
まつも・素干し,9,159,40.8,27.9,4.9,3.3
むかでのり・塩蔵・塩抜き,9,10,4.2,0.6,0.1,0.6
おきなわもずく・塩蔵・塩抜き,9,6,2,0.3,0.2,0.6
もずく・塩蔵・塩抜き,9,4,1.4,0.2,0.1,0.2
わかめ・原藻・生,9,16,5.6,1.9,0.2,1.5
わかめ・乾燥わかめ・素干し,9,117,41.3,13.6,1.6,16.8
わかめ・乾燥わかめ・素干し・水戻し,9,17,5.9,2,0.3,0.7
わかめ・乾燥わかめ・板わかめ,9,134,47.4,16.7,1.2,9.9
わかめ・乾燥わかめ・灰干し・水戻し,9,7,2.2,1.1,0.1,0.1
わかめ・カットわかめ,9,138,41.8,18,4,24.1
わかめ・湯通し塩蔵わかめ・塩抜き,9,11,3.1,1.7,0.4,1.4
わかめ・くきわかめ・湯通し塩蔵・塩抜き,9,15,5.5,1.1,0.3,7.9
わかめ・めかぶわかめ・生,9,11,3.4,0.9,0.6,0.4
あいなめ・生,10,113,0.1,19.1,3.4,0.4
あこうだい・生,10,93,0.1,16.8,2.3,0.2
まあじ・皮つき、生,10,126,0.1,19.7,4.5,0.3
まあじ・皮なし、刺身,10,123,0.2,19.7,4.1,0.3
まあじ・皮つき、水煮,10,151,0.1,22.4,5.9,0.3
まあじ・皮つき、焼き,10,170,0.1,25.9,6.4,0.4
まあじ・皮つき、フライ,10,276,7.9,20.1,18.2,0.4
まあじ・開き干し・生,10,168,0.1,20.2,8.8,1.7
まあじ・開き干し・焼き,10,220,0.1,24.6,12.3,2
まあじ・小型・骨付き・生,10,123,0.1,17.8,5,0.3
まあじ・小型・骨付き・から揚げ,10,278,3.5,24,18.6,0.3
まるあじ・生,10,147,0.2,22.1,5.6,0.2
まるあじ・焼き,10,194,0.2,28.7,7.7,0.2
にしまあじ・生,10,169,0.1,19.6,9.1,0.4
にしまあじ・水煮,10,175,0.1,21.7,8.8,0.5
にしまあじ・焼き,10,203,0.1,24.7,10.4,0.6
むろあじ・生,10,166,0.4,23.6,6.9,0.1
むろあじ・焼き,10,186,0.6,29.7,6.2,0.2
むろあじ・開き干し,10,155,0.1,22.9,6.2,2.1
むろあじ・くさや,10,240,0.3,49.9,3,4.1
あなご・生,10,161,0,17.3,9.3,0.4
あなご・蒸し,10,194,0,17.6,12.7,0.3
あまご・養殖・生,10,112,0.1,18.3,3.6,0.1
あまだい・生,10,113,0,18.8,3.6,0.2
あまだい・水煮,10,125,0,20.7,4,0.2
あまだい・焼き,10,119,0,22.5,2.6,0.3
あゆ・天然・生,10,100,0.1,18.3,2.4,0.2
あゆ・天然・焼き,10,177,0.1,26.6,6.8,0.3
あゆ・天然・内臓・生,10,206,0.3,9.5,17.5,0.2
あゆ・天然・内臓・焼き,10,194,0.4,23,10.1,0.4
あゆ・養殖・生,10,152,0.6,17.8,7.9,0.1
あゆ・養殖・焼き,10,241,0.8,22.6,15.1,0.2
あゆ・養殖・内臓・生,10,550,0.3,7.4,55,0.2
あゆ・養殖・内臓・焼き,10,558,0.4,15.2,52.3,0.3
あゆ・うるか,10,171,1.8,11.4,13.1,13
アラスカめぬけ・生,10,105,0.1,17.2,3.4,0.2
あんこう・生,10,58,0.3,13,0.2,0.3
あんこう・きも・生,10,445,2.2,10,41.9,0.3
いかなご・生,10,125,0.1,17.2,5.5,0.5
いかなご・煮干し,10,245,1.5,43.1,6.1,7.1
いかなご・つくだ煮,10,282,30.7,29.4,4.6,5.6
いかなご・あめ煮,10,279,35.8,25.6,3.7,4.3
いさき・生,10,127,0.1,17.2,5.7,0.4
いしだい・生,10,156,0,19.5,7.8,0.1
いとよりだい・生,10,93,0.1,18.1,1.7,0.2
いとよりだい・すり身,10,91,5.1,16.7,0.4,0.7
いぼだい・生,10,149,0,16.4,8.5,0.5
うるめいわし・生,10,136,0.3,21.3,4.8,0.2
うるめいわし・丸干し,10,239,0.3,45,5.1,5.8
かたくちいわし・生,10,192,0.3,18.2,12.1,0.2
かたくちいわし・煮干し,10,332,0.3,64.5,6.2,4.3
かたくちいわし・田作り,10,336,0.3,66.6,5.7,1.8
まいわし・生,10,169,0.2,19.2,9.2,0.2
まいわし・水煮,10,178,0.2,22.4,8.7,0.2
まいわし・焼き,10,196,0.2,25.3,9.4,0.3
まいわし・フライ,10,396,10.7,20,30.3,0.4
まいわし・塩いわし,10,163,0.4,16.8,9.6,6.1
まいわし・生干し,10,242,1.1,20.6,16,1.8
まいわし・丸干し,10,193,0.7,32.8,5.5,3.8
めざし・生,10,257,0.5,18.2,18.9,2.8
めざし・焼き,10,244,0.7,23.7,15,3.6
しらす・生,10,76,0.1,15,1.3,1
しらす干し・微乾燥品,10,113,0.2,23.1,1.6,4.1
しらす干し・半乾燥品,10,206,0.5,40.5,3.5,6.6
たたみいわし,10,372,0.7,75.1,5.6,2.2
みりん干し・かたくちいわし,10,340,25,44.3,7,2.8
みりん干し・まいわし,10,332,16.3,31.4,15.7,1.7
缶詰・水煮,10,188,0.1,20.7,10.6,0.8
缶詰・味付け,10,212,5.7,20.4,11.9,1.4
缶詰・トマト漬,10,172,1.3,17.5,10.8,0.7
缶詰・油漬,10,359,0.3,20.3,30.7,0.8
缶詰・かば焼,10,242,9.3,16.2,15.6,1.5
缶詰・アンチョビ,10,158,0.1,24.2,6.8,13.1
いわな・養殖・生,10,114,0.1,19,3.6,0.1
うぐい・生,10,100,0.2,20.1,1.5,0.2
うなぎ・養殖・生,10,255,0.3,17.1,19.3,0.2
うなぎ・きも・生,10,118,3.5,13,5.3,0.4
うなぎ・白焼き,10,331,0.1,20.7,25.8,0.3
うなぎ・かば焼,10,293,3.1,23,21,1.3
うまづらはぎ・生,10,80,0,18.2,0.3,0.5
うまづらはぎ・味付け開き干し,10,292,10.4,58.9,1.6,6.1
えい・生,10,84,0.1,19.1,0.3,0.7
えそ・生,10,93,0.1,20.1,0.8,0.3
おいかわ・生,10,136,0.1,19.2,5.8,0.1
おおさが・生,10,144,0.1,16.3,8,0.2
おこぜ・生,10,85,0.2,19.6,0.2,0.2
おひょう・生,10,100,0.1,19.9,1.7,0.2
かさご・生,10,85,0.1,19.3,0.3,0.3
かじか・生,10,111,0.2,15,5,0.3
かじか・水煮,10,122,0.2,15.8,5.8,0.2
かじか・つくだ煮,10,302,33.8,29.4,5.5,4.3
